187.101.1.0/24,BR,BR-SP,São Paulo, 
201.13.0.0/24,BR,BR-SP,Bauru, 
189.46.228.0/24,BR,BR-SP,São Paulo, 
187.10.108.0/24,BR,BR-SP,São Bernardo Do Campo, 
177.26.122.0/24,BR,BR-SP,São Paulo, 
152.249.104.0/24,BR,BR-SP,São Paulo, 
177.68.194.0/24,BR,BR-SP,São Paulo, 
201.22.100.0/24,BR,BR-SP,Campinas, 
187.75.34.0/24,BR,BR-SP,São Paulo, 
187.56.136.0/24,BR,BR-SP,São Paulo, 
189.18.54.0/24,BR,BR-SP,Americana, 
177.26.125.0/24,BR,BR-SP,São Paulo, 
191.255.131.0/24,BR,BR-SP,São Paulo, 
177.115.216.0/24,BR,BR-SP,Jundiaí, 
191.9.121.0/24,BR,BR-SP,São José Do Rio Preto, 
187.34.100.0/24,BR,BR-SP,Osasco, 
191.9.115.0/24,BR,BR-SP,São Paulo, 
191.9.123.0/24,BR,BR-SP,São Paulo, 
201.69.238.0/24,BR,BR-SP,São Paulo, 
179.110.69.0/24,BR,BR-SP,São Paulo, 
179.98.181.0/24,BR,BR-SP,São José Dos Campos, 
177.115.223.0/24,BR,BR-SP,São Paulo, 
179.97.166.0/24,BR,BR-SP,São Paulo, 
201.86.110.0/24,BR,BR-SP,Ribeirão Preto, 
201.1.161.0/24,BR,BR-SP,Indaiatuba, 
187.56.206.0/24,BR,BR-SP,São Paulo, 
187.57.255.0/24,BR,BR-SP,Barueri, 
179.99.199.0/24,BR,BR-SP,São Paulo, 
